UF,Objetivo Estratégico,Descrição Indicador,Meta de 2025,Resultado de 2025,Unnamed: 5,Ano,Mes
PR,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","0,00",,2025,Março
PR,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"80,00","83,89",,2025,Março
PR,-,Recorrência do Atendimento,"57,00","50,13",,2025,Março
PR,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"30,00","21,92",,2025,Abril
PR,-,Cobertura de clientes de grupos sub-representados,"20,00","76,02",,2025,Abril
PR,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"39,76","20,97",,2025,Abril
PR,-,Cobertura do Atendimento a Estudantes,"19,50","0,24",,2025,Abril
PR,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Abril
PR,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"37,00","0,00",,2025,Abril
PR,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","0,00",,2025,Abril
PR,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"80,00","84,26",,2025,Abril
PR,-,Recorrência do Atendimento,"57,00","51,94",,2025,Abril
PR,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"30,00","31,55",,2025,Maio
PR,-,Cobertura de clientes de grupos sub-representados,"20,00","76,02",,2025,Maio
PR,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"39,76","24,73",,2025,Maio
PR,-,Cobertura do Atendimento a Estudantes,"19,50","3,39",,2025,Maio
PR,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Maio
PR,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"37,00","0,00",,2025,Maio
PR,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","0,00",,2025,Maio
PR,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"80,00","84,32",,2025,Maio
PR,-,Recorrência do Atendimento,"57,00","55,24",,2025,Maio
PR,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"30,00","27,11",,2025,Junho
PR,-,Cobertura de clientes de grupos sub-representados,"20,00","73,92",,2025,Junho
PR,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"39,76","27,21",,2025,Junho
PR,-,Cobertura do Atendimento a Estudantes,"19,50","3,61",,2025,Junho
PR,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Junho
PR,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"37,00","53,63",,2025,Junho
PR,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","17,70",,2025,Junho
PR,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"80,00","84,61",,2025,Junho
PR,-,Recorrência do Atendimento,"57,00","54,32",,2025,Junho
PR,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"30,00","29,02",,2025,Julho
PR,-,Cobertura de clientes de grupos sub-representados,"20,00","73,92",,2025,Julho
PR,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"39,76","29,94",,2025,Julho
PR,-,Cobertura do Atendimento a Estudantes,"19,50","3,83",,2025,Julho
PR,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Julho
PR,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"37,00","53,63",,2025,Julho
PR,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","17,70",,2025,Julho
PR,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"80,00","84,73",,2025,Julho
PR,-,Recorrência do Atendimento,"57,00","55,52",,2025,Julho
PR,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"30,00","29,02",,2025,Agosto
PR,-,Cobertura de clientes de grupos sub-representados,"20,00","73,92",,2025,Agosto
PR,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"39,76","30,76",,2025,Agosto
PR,-,Cobertura do Atendimento a Estudantes,"19,50","3,83",,2025,Agosto
PR,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Agosto
PR,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"37,00","53,63",,2025,Agosto
PR,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","17,70",,2025,Agosto
PR,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"80,00","84,73",,2025,Agosto
PR,-,Recorrência do Atendimento,"57,00","55,52",,2025,Agosto
PR,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"0,00","0,00",,2025,Setembro
PR,-,Cobertura de clientes de grupos sub-representados,"0,00","0,00",,2025,Setembro
PR,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"0,00","0,00",,2025,Setembro
PR,-,Cobertura do Atendimento a Estudantes,"0,00","0,00",,2025,Setembro
PR,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"0,00","0,00",,2025,Setembro
PR,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"0,00","0,00",,2025,Setembro
PR,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"0,00","0,00",,2025,Setembro
PR,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"0,00","0,00",,2025,Setembro
PR,-,Recorrência do Atendimento,"0,00","0,00",,2025,Setembro
PR,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"0,00","0,00",,2025,Outubro
PR,-,Cobertura de clientes de grupos sub-representados,"0,00","0,00",,2025,Outubro
PR,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"0,00","0,00",,2025,Outubro
PR,-,Cobertura do Atendimento a Estudantes,"0,00","0,00",,2025,Outubro
PR,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"0,00","0,00",,2025,Outubro
PR,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"0,00","0,00",,2025,Outubro
PR,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"0,00","0,00",,2025,Outubro
PR,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"0,00","0,00",,2025,Outubro
PR,-,Recorrência do Atendimento,"0,00","0,00",,2025,Outubro
PR,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"0,00","0,00",,2025,Novembro
PR,-,Cobertura de clientes de grupos sub-representados,"0,00","0,00",,2025,Novembro
PR,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"0,00","0,00",,2025,Novembro
PR,-,Cobertura do Atendimento a Estudantes,"0,00","0,00",,2025,Novembro
PR,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"0,00","0,00",,2025,Novembro
PR,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"0,00","0,00",,2025,Novembro
PR,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"0,00","0,00",,2025,Novembro
PR,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"0,00","0,00",,2025,Novembro
PR,-,Recorrência do Atendimento,"0,00","0,00",,2025,Novembro
PE,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","0,77",,2025,Janeiro
PE,-,Cobertura de clientes de grupos sub-representados,"54,00","0,00",,2025,Janeiro
PE,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"40,00","5,73",,2025,Janeiro
PE,-,Cobertura do Atendimento a Estudantes,"8,20","0,00",,2025,Janeiro
PE,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Janeiro
PE,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"70,00","0,00",,2025,Janeiro
PE,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","0,00",,2025,Janeiro
PE,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"85,00","86,01",,2025,Janeiro
PE,-,Recorrência do Atendimento,"80,00","51,90",,2025,Janeiro
PE,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","2,30",,2025,Fevereiro
PE,-,Cobertura de clientes de grupos sub-representados,"54,00","0,00",,2025,Fevereiro
PE,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"40,00","8,90",,2025,Fevereiro
PE,-,Cobertura do Atendimento a Estudantes,"8,20","0,09",,2025,Fevereiro
PE,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Fevereiro
PE,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"70,00","0,00",,2025,Fevereiro
PE,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","0,00",,2025,Fevereiro
PE,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"85,00","88,93",,2025,Fevereiro
PE,-,Recorrência do Atendimento,"80,00","49,53",,2025,Fevereiro
PE,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","2,77",,2025,Março
PE,-,Cobertura de clientes de grupos sub-representados,"54,00","77,61",,2025,Março
PE,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"40,00","11,29",,2025,Março
PE,-,Cobertura do Atendimento a Estudantes,"8,20","0,13",,2025,Março
PE,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Março
PE,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"70,00","18,92",,2025,Março
PE,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","0,00",,2025,Março
PE,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"85,00","89,32",,2025,Março
PE,-,Recorrência do Atendimento,"80,00","49,12",,2025,Março
PE,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","3,33",,2025,Abril
PE,-,Cobertura de clientes de grupos sub-representados,"54,00","77,61",,2025,Abril
PE,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"40,00","15,09",,2025,Abril
PE,-,Cobertura do Atendimento a Estudantes,"8,20","1,16",,2025,Abril
PE,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Abril
PE,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"70,00","18,92",,2025,Abril
PE,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","0,00",,2025,Abril
PE,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"85,00","89,89",,2025,Abril
PE,-,Recorrência do Atendimento,"80,00","49,85",,2025,Abril
PE,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","5,14",,2025,Maio
PE,-,Cobertura de clientes de grupos sub-representados,"54,00","77,61",,2025,Maio
PE,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"40,00","19,61",,2025,Maio
PE,-,Cobertura do Atendimento a Estudantes,"8,20","1,71",,2025,Maio
PE,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Maio
PE,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"70,00","18,92",,2025,Maio
PE,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","0,00",,2025,Maio
PE,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"85,00","89,96",,2025,Maio
PE,-,Recorrência do Atendimento,"80,00","45,84",,2025,Maio
PE,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","5,03",,2025,Junho
PE,-,Cobertura de clientes de grupos sub-representados,"54,00","79,19",,2025,Junho
PE,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"40,00","23,16",,2025,Junho
PE,-,Cobertura do Atendimento a Estudantes,"8,20","2,92",,2025,Junho
PE,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Junho
PE,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"70,00","57,84",,2025,Junho
PE,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","22,66",,2025,Junho
PE,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"85,00","89,34",,2025,Junho
PE,-,Recorrência do Atendimento,"80,00","43,61",,2025,Junho
PE,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","7,28",,2025,Julho
PE,-,Cobertura de clientes de grupos sub-representados,"54,00","79,19",,2025,Julho
PE,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"40,00","27,14",,2025,Julho
PE,-,Cobertura do Atendimento a Estudantes,"8,20","3,33",,2025,Julho
PE,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Julho
PE,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"70,00","60,54",,2025,Julho
PE,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","22,66",,2025,Julho
PE,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"85,00","88,82",,2025,Julho
PE,-,Recorrência do Atendimento,"80,00","43,04",,2025,Julho
PE,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","7,28",,2025,Agosto
PE,-,Cobertura de clientes de grupos sub-representados,"54,00","79,19",,2025,Agosto
PE,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"40,00","28,72",,2025,Agosto
PE,-,Cobertura do Atendimento a Estudantes,"8,20","3,33",,2025,Agosto
PE,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Agosto
PE,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"70,00","60,54",,2025,Agosto
PE,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","22,66",,2025,Agosto
PE,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"85,00","88,82",,2025,Agosto
PE,-,Recorrência do Atendimento,"80,00","43,04",,2025,Agosto
PE,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"0,00","0,00",,2025,Setembro
PE,-,Cobertura de clientes de grupos sub-representados,"0,00","0,00",,2025,Setembro
PE,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"0,00","0,00",,2025,Setembro
PE,-,Cobertura do Atendimento a Estudantes,"0,00","0,00",,2025,Setembro
PE,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"0,00","0,00",,2025,Setembro
PE,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"0,00","0,00",,2025,Setembro
PE,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"0,00","0,00",,2025,Setembro
PE,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"0,00","0,00",,2025,Setembro
PE,-,Recorrência do Atendimento,"0,00","0,00",,2025,Setembro
