Nome Sebrae,Descrição Tipo Iniciativa,Descrição Tipologia Iniciativa,Número Iniciativa,Nome Iniciativa,Nome Unidade Organizacional,Total de Despesa Orçado - Ajustado em 2025,Total do Valor de Despesa Executado em 2025,Total de Atendimentos em 2025,Clientes Atendidos em 2025,Unnamed: 10,Ano,Mes
SEBRAE/PB,Projeto,Articulação Institucional,PB024124PJAI,Ecossistema Local de Inovação Monteiro,PB - Agência Regional Monteiro,"100.000,00","0,00",0.0,0.0,,2025,Janeiro
SEBRAE/PB,Projeto,Articulação Institucional,PB024125PJAI,Ecossistema Local de Inovação Patos,PB - Agência Regional Patos,"100.000,00","572,40",0.0,0.0,,2025,Janeiro
SEBRAE/PB,Atividade,Gestão Operacional,PB010309ATGO,Escritório de Processos,PB - Unidade de Gestão Estratégica e Monitoramento,"250.000,00","25.000,00",0.0,0.0,,2025,Janeiro
SEBRAE/PB,Atividade,Gestão Operacional,PB000312ATGO,Gestão da Administração Financeira,"PB - Unidade de Gestão das Finanças, Contratos e Convênios","360.000,00","15.363,84",0.0,0.0,,2025,Janeiro
SEBRAE/PB,Atividade,Gestão Operacional,PB000314ATGO,Gestão da Administração Patrimonial,PB - Unidade de Gestão Administrativa e Logística,"680.093,00","37.126,79",0.0,0.0,,2025,Janeiro
SEBRAE/PB,Atividade,Gestão Operacional,PB000306ATGO,Gestão da Auditoria Interna,PB - Unidade de Auditoria Interna,"80.000,00","520,00",0.0,0.0,,2025,Janeiro
SEBRAE/PB,Atividade,Gestão Operacional,PB000313ATGO,Gestão da Comunicação,"PB - Unidade de Marketing, Comunicação e Gestão Do Conhecimento","800.000,00","33.885,65",0.0,0.0,,2025,Janeiro
SEBRAE/PB,Atividade,Gestão Operacional,PB000307ATGO,Gestão da Ouvidoria,PB - Ouvidoria,"60.000,00","0,00",0.0,0.0,,2025,Janeiro
SEBRAE/PB,Atividade,Articulação Institucional,PB000316ATAI,Gestão da UDTP,PB - Unidade de Desenvolvimento Territorial e Políticas Públicas,"150.000,00","6.044,00",0.0,0.0,,2025,Janeiro
SEBRAE/PB,Atividade,Atendimento direto pelo Sebrae,PB000332ATAS,Gestão da UEE,PB - Unidade de Educação Empreendedora e Empresarial,"235.000,00","8.092,38",0.0,0.0,,2025,Janeiro
SEBRAE/PB,Atividade,Atendimento direto pelo Sebrae,PB000305ATAS,Gestão da UGIC,"PB - Unidade de Gestão, Inovação e Competitividade Empresarial","150.000,00","1.740,00",0.0,0.0,,2025,Janeiro
SEBRAE/PB,Atividade,Gestão Operacional,PB010356ATGO,Gestão da UGP,PB - Unidade de Gestão de Pessoas,"700.000,00","10.418,90",0.0,0.0,,2025,Janeiro
SEBRAE/PB,Atividade,Gestão Operacional,PB000317ATGO,Gestão do CDE/CF,PB - Gabinete Conselho Deliberativo Estadual,"360.000,00","11.263,00",0.0,0.0,,2025,Janeiro
SEBRAE/PB,Atividade,Gestão Operacional,PB000333ATGO,Gestão Estratégica e Inteligência,PB - Unidade de Gestão Estratégica e Monitoramento,"500.000,00","18.262,20",0.0,0.0,,2025,Janeiro
SEBRAE/PB,Projeto,Atendimento,PB004510PJAI,Habitat de Inovação ARCG,PB - Agência Regional Campina Grande,"400.000,00","0,00",0.0,0.0,,2025,Janeiro
SEBRAE/PB,Projeto,Articulação Institucional,PB017913PJAI,Hub de Inovação JP,PB - Agência Regional Sul,"400.000,00","2.925,00",156.0,86.0,,2025,Janeiro
SEBRAE/PB,Projeto,Atendimento pela Rede Sebrae,PB016220PJAR,Hub Dinovalley,PB - Agência Regional Sousa,"200.000,00","5.686,38",0.0,0.0,,2025,Janeiro
SEBRAE/PB,Projeto,Articulação Institucional,PB024121PJAI,Hub SEBRAE,PB - Unidade de Desenvolvimento Territorial e Políticas Públicas,"400.000,00","0,00",0.0,0.0,,2025,Janeiro
SEBRAE/PB,Projeto,Atendimento direto pelo Sebrae,PB018514PJAS,PB - ALI Produtividade,"PB - Unidade de Gestão, Inovação e Competitividade Empresarial","2.050.000,00","75.130,75",6.0,6.0,,2025,Janeiro
SEBRAE/PB,Projeto,Atendimento direto pelo Sebrae,PB023985PJAS,PB - Atendimento Direto aos Grupos Sub-representados,PB - Unidade de Gestão Estratégica e Monitoramento,"300.000,00","0,00",0.0,0.0,,2025,Janeiro
SEBRAE/PB,Atividade,Atendimento,PB002104ATAS,PB - Atendimento Remoto,PB - Unidade de Desenvolvimento Setorial,"900.000,00","30.116,17",8.622,7.63,,2025,Janeiro
SEBRAE/PB,Atividade,Atendimento,PB002105ATAS,PB - Atendimento Territorial - Educação Empresarial,PB - Unidade de Educação Empreendedora e Empresarial,"2.474.992,00","30.283,85",306.0,241.0,,2025,Janeiro
SEBRAE/PB,Atividade,Atendimento,PB002106ATAS,PB - Atendimento Territorial - Orientação Empresarial - ARAR,PB - Agência Regional Araruna,"365.444,00","1.173,29",106.0,94.0,,2025,Janeiro
SEBRAE/PB,Atividade,Atendimento,PB002107ATAS,PB - Atendimento Territorial - Orientação Empresarial - ARCA,PB - Agência Regional Cajazeiras,"1.983.474,00","28.111,89",79.0,64.0,,2025,Janeiro
SEBRAE/PB,Projeto,Desenvolvimento de Produtos e Serviços,PB012923PJPS,Agentes de Dados,PB - Unidade de Gestão Estratégica e Monitoramento,"1.010.000,00","42.359,33",0.0,0.0,,2025,Fevereiro
SEBRAE/PB,Projeto,Atendimento direto pelo Sebrae,PB018502PJAS,Agronegócios Paraíba,PB - Agência Regional João Pessoa,"5.000.000,00","9.728,18",2.0,2.0,,2025,Fevereiro
SEBRAE/PB,Projeto,Atendimento direto pelo Sebrae,PB025110PJAS,Agropolo Vale dos Dinossauros,PB - Agência Regional Sousa,"440.000,00","2.749,50",0.0,0.0,,2025,Fevereiro
SEBRAE/PB,Projeto,Atendimento direto pelo Sebrae,PB018424PJAS,Artesanato Paraibano,PB - Unidade de Desenvolvimento Territorial e Políticas Públicas,"1.500.000,00","787.294,03",0.0,0.0,,2025,Fevereiro
SEBRAE/PB,Atividade,Gestão Operacional,PB000309ATGO,Assessoria Jurídica,PB - Unidade de Assessoria Jurídica,"220.000,00","13.343,65",0.0,0.0,,2025,Fevereiro
SEBRAE/PB,Projeto,Atendimento direto pelo Sebrae,PB024141PJAS,Avicultura Caipira Polo da Borborema,PB - Agência Regional Campina Grande,"500.000,00","616,25",0.0,0.0,,2025,Fevereiro
SEBRAE/PB,Projeto,Articulação Institucional,PB024122PJAI,BrejoTech,PB - Agência Regional Guarabira,"200.000,00","0,00",0.0,0.0,,2025,Fevereiro
SEBRAE/PB,Projeto,Articulação Institucional,PB024123PJAI,Caatinga Valley,PB - Agência Regional Cajazeiras,"200.000,00","0,00",0.0,0.0,,2025,Fevereiro
SEBRAE/PB,Atividade,Gestão Operacional,PB000311ATGO,Custeio Administrativo,"PB - Unidade de Gestão das Finanças, Contratos e Convênios","930.000,00","196.381,12",0.0,0.0,,2025,Fevereiro
SEBRAE/PB,Projeto,Articulação Institucional,PB024124PJAI,Ecossistema Local de Inovação Monteiro,PB - Agência Regional Monteiro,"100.000,00","0,00",0.0,0.0,,2025,Fevereiro
SEBRAE/PB,Projeto,Articulação Institucional,PB024125PJAI,Ecossistema Local de Inovação Patos,PB - Agência Regional Patos,"100.000,00","1.516,05",0.0,0.0,,2025,Fevereiro
SEBRAE/PB,Atividade,Gestão Operacional,PB010309ATGO,Escritório de Processos,PB - Unidade de Gestão Estratégica e Monitoramento,"250.000,00","46.956,00",0.0,0.0,,2025,Fevereiro
SEBRAE/PB,Atividade,Gestão Operacional,PB000312ATGO,Gestão da Administração Financeira,"PB - Unidade de Gestão das Finanças, Contratos e Convênios","360.000,00","30.609,86",0.0,0.0,,2025,Fevereiro
SEBRAE/PB,Atividade,Gestão Operacional,PB000314ATGO,Gestão da Administração Patrimonial,PB - Unidade de Gestão Administrativa e Logística,"1.074.010,00","195.588,12",0.0,0.0,,2025,Fevereiro
SEBRAE/PB,Atividade,Gestão Operacional,PB000306ATGO,Gestão da Auditoria Interna,PB - Unidade de Auditoria Interna,"80.000,00","1.040,00",0.0,0.0,,2025,Fevereiro
SEBRAE/PB,Atividade,Gestão Operacional,PB000313ATGO,Gestão da Comunicação,"PB - Unidade de Marketing, Comunicação e Gestão Do Conhecimento","800.000,00","80.691,16",0.0,0.0,,2025,Fevereiro
SEBRAE/PB,Atividade,Gestão Operacional,PB000307ATGO,Gestão da Ouvidoria,PB - Ouvidoria,"60.000,00","0,00",0.0,0.0,,2025,Fevereiro
SEBRAE/PB,Atividade,Articulação Institucional,PB000316ATAI,Gestão da UDTP,PB - Unidade de Desenvolvimento Territorial e Políticas Públicas,"150.000,00","7.465,38",103.0,103.0,,2025,Fevereiro
SEBRAE/PB,Atividade,Atendimento direto pelo Sebrae,PB000332ATAS,Gestão da UEE,PB - Unidade de Educação Empreendedora e Empresarial,"235.000,00","33.145,43",0.0,0.0,,2025,Fevereiro
SEBRAE/PB,Atividade,Atendimento direto pelo Sebrae,PB000305ATAS,Gestão da UGIC,"PB - Unidade de Gestão, Inovação e Competitividade Empresarial","150.000,00","9.489,09",0.0,0.0,,2025,Fevereiro
SEBRAE/PB,Atividade,Gestão Operacional,PB010356ATGO,Gestão da UGP,PB - Unidade de Gestão de Pessoas,"700.000,00","73.673,41",0.0,0.0,,2025,Fevereiro
SEBRAE/PB,Atividade,Gestão Operacional,PB000317ATGO,Gestão do CDE/CF,PB - Gabinete Conselho Deliberativo Estadual,"360.000,00","32.108,95",0.0,0.0,,2025,Fevereiro
SEBRAE/PB,Atividade,Gestão Operacional,PB000333ATGO,Gestão Estratégica e Inteligência,PB - Unidade de Gestão Estratégica e Monitoramento,"500.000,00","32.456,75",0.0,0.0,,2025,Fevereiro
SEBRAE/PB,Projeto,Atendimento,PB004510PJAI,Habitat de Inovação ARCG,PB - Agência Regional Campina Grande,"400.000,00","7.098,91",0.0,0.0,,2025,Fevereiro
SEBRAE/PB,Projeto,Articulação Institucional,PB017913PJAI,Hub de Inovação JP,PB - Agência Regional Sul,"400.000,00","10.021,36",271.0,168.0,,2025,Fevereiro
SEBRAE/PB,Projeto,Atendimento pela Rede Sebrae,PB016220PJAR,Hub Dinovalley,PB - Agência Regional Sousa,"200.000,00","8.536,45",0.0,0.0,,2025,Fevereiro
SEBRAE/PB,Projeto,Articulação Institucional,PB024121PJAI,Hub SEBRAE,PB - Unidade de Desenvolvimento Territorial e Políticas Públicas,"400.000,00","0,00",0.0,0.0,,2025,Fevereiro
SEBRAE/PB,Projeto,Atendimento direto pelo Sebrae,PB018514PJAS,PB - ALI Produtividade,"PB - Unidade de Gestão, Inovação e Competitividade Empresarial","2.050.000,00","136.079,89",182.0,159.0,,2025,Fevereiro
SEBRAE/PB,Projeto,Atendimento direto pelo Sebrae,PB023985PJAS,PB - Atendimento Direto aos Grupos Sub-representados,PB - Unidade de Gestão Estratégica e Monitoramento,"300.000,00","0,00",0.0,0.0,,2025,Fevereiro
SEBRAE/PB,Atividade,Atendimento,PB002104ATAS,PB - Atendimento Remoto,PB - Unidade de Desenvolvimento Setorial,"900.000,00","62.084,39",16.092,11.554,,2025,Fevereiro
SEBRAE/PB,Atividade,Atendimento,PB002105ATAS,PB - Atendimento Territorial - Educação Empresarial,PB - Unidade de Educação Empreendedora e Empresarial,"2.474.992,00","94.682,17",671.0,479.0,,2025,Fevereiro
SEBRAE/PB,Atividade,Atendimento,PB002106ATAS,PB - Atendimento Territorial - Orientação Empresarial - ARAR,PB - Agência Regional Araruna,"365.444,00","24.849,94",314.0,207.0,,2025,Fevereiro
SEBRAE/PB,Atividade,Atendimento,PB002107ATAS,PB - Atendimento Territorial - Orientação Empresarial - ARCA,PB - Agência Regional Cajazeiras,"1.983.474,00","151.395,29",309.0,212.0,,2025,Fevereiro
SEBRAE/PB,Projeto,Desenvolvimento de Produtos e Serviços,PB012923PJPS,Agentes de Dados,PB - Unidade de Gestão Estratégica e Monitoramento,"1.010.000,00","45.394,10",0.0,0.0,,2025,Março
SEBRAE/PB,Projeto,Atendimento direto pelo Sebrae,PB018502PJAS,Agronegócios Paraíba,PB - Agência Regional João Pessoa,"5.000.000,00","30.084,60",4.0,4.0,,2025,Março
SEBRAE/PB,Projeto,Atendimento direto pelo Sebrae,PB025110PJAS,Agropolo Vale dos Dinossauros,PB - Agência Regional Sousa,"440.000,00","2.749,50",0.0,0.0,,2025,Março
SEBRAE/PB,Projeto,Atendimento direto pelo Sebrae,PB018424PJAS,Artesanato Paraibano,PB - Unidade de Desenvolvimento Territorial e Políticas Públicas,"1.500.000,00","854.255,52",0.0,0.0,,2025,Março
SEBRAE/PB,Atividade,Gestão Operacional,PB000309ATGO,Assessoria Jurídica,PB - Unidade de Assessoria Jurídica,"220.000,00","32.356,93",0.0,0.0,,2025,Março
SEBRAE/PB,Projeto,Atendimento direto pelo Sebrae,PB024141PJAS,Avicultura Caipira Polo da Borborema,PB - Agência Regional Campina Grande,"500.000,00","1.477,53",0.0,0.0,,2025,Março
SEBRAE/PB,Projeto,Articulação Institucional,PB024122PJAI,BrejoTech,PB - Agência Regional Guarabira,"200.000,00","9.597,94",0.0,0.0,,2025,Março
SEBRAE/PB,Projeto,Articulação Institucional,PB024123PJAI,Caatinga Valley,PB - Agência Regional Cajazeiras,"200.000,00","39.762,51",0.0,0.0,,2025,Março
SEBRAE/PB,Atividade,Gestão Operacional,PB000311ATGO,Custeio Administrativo,"PB - Unidade de Gestão das Finanças, Contratos e Convênios","930.000,00","310.807,75",0.0,0.0,,2025,Março
SEBRAE/PB,Projeto,Articulação Institucional,PB024124PJAI,Ecossistema Local de Inovação Monteiro,PB - Agência Regional Monteiro,"100.000,00","3.909,36",0.0,0.0,,2025,Março
SEBRAE/PB,Projeto,Articulação Institucional,PB024125PJAI,Ecossistema Local de Inovação Patos,PB - Agência Regional Patos,"100.000,00","31.555,37",0.0,0.0,,2025,Março
SEBRAE/PB,Atividade,Gestão Operacional,PB010309ATGO,Escritório de Processos,PB - Unidade de Gestão Estratégica e Monitoramento,"250.000,00","68.912,00",0.0,0.0,,2025,Março
SEBRAE/PB,Atividade,Gestão Operacional,PB000312ATGO,Gestão da Administração Financeira,"PB - Unidade de Gestão das Finanças, Contratos e Convênios","360.000,00","51.785,54",0.0,0.0,,2025,Março
SEBRAE/PB,Atividade,Gestão Operacional,PB000314ATGO,Gestão da Administração Patrimonial,PB - Unidade de Gestão Administrativa e Logística,"1.074.010,00","238.890,71",0.0,0.0,,2025,Março
SEBRAE/PB,Atividade,Gestão Operacional,PB000306ATGO,Gestão da Auditoria Interna,PB - Unidade de Auditoria Interna,"80.000,00","1.560,00",0.0,0.0,,2025,Março
SEBRAE/PB,Atividade,Gestão Operacional,PB000313ATGO,Gestão da Comunicação,"PB - Unidade de Marketing, Comunicação e Gestão Do Conhecimento","800.000,00","143.303,54",0.0,0.0,,2025,Março
SEBRAE/PB,Atividade,Gestão Operacional,PB000307ATGO,Gestão da Ouvidoria,PB - Ouvidoria,"60.000,00","314,54",0.0,0.0,,2025,Março
SEBRAE/PB,Atividade,Articulação Institucional,PB000316ATAI,Gestão da UDTP,PB - Unidade de Desenvolvimento Territorial e Políticas Públicas,"150.000,00","14.394,99",103.0,103.0,,2025,Março
SEBRAE/PB,Atividade,Atendimento direto pelo Sebrae,PB000332ATAS,Gestão da UEE,PB - Unidade de Educação Empreendedora e Empresarial,"235.000,00","45.822,11",0.0,0.0,,2025,Março
SEBRAE/PB,Atividade,Atendimento direto pelo Sebrae,PB000305ATAS,Gestão da UGIC,"PB - Unidade de Gestão, Inovação e Competitividade Empresarial","150.000,00","11.309,02",0.0,0.0,,2025,Março
SEBRAE/PB,Atividade,Gestão Operacional,PB010356ATGO,Gestão da UGP,PB - Unidade de Gestão de Pessoas,"700.000,00","207.014,44",0.0,0.0,,2025,Março
SEBRAE/PB,Atividade,Gestão Operacional,PB000317ATGO,Gestão do CDE/CF,PB - Gabinete Conselho Deliberativo Estadual,"360.000,00","64.496,64",0.0,0.0,,2025,Março
SEBRAE/PB,Atividade,Gestão Operacional,PB000333ATGO,Gestão Estratégica e Inteligência,PB - Unidade de Gestão Estratégica e Monitoramento,"500.000,00","75.027,94",0.0,0.0,,2025,Março
SEBRAE/PB,Projeto,Atendimento,PB004510PJAI,Habitat de Inovação ARCG,PB - Agência Regional Campina Grande,"400.000,00","12.113,11",51.0,49.0,,2025,Março
SEBRAE/PB,Projeto,Articulação Institucional,PB017913PJAI,Hub de Inovação JP,PB - Agência Regional Sul,"400.000,00","87.483,29",271.0,168.0,,2025,Março
SEBRAE/PB,Projeto,Atendimento pela Rede Sebrae,PB016220PJAR,Hub Dinovalley,PB - Agência Regional Sousa,"200.000,00","110.522,95",0.0,0.0,,2025,Março
SEBRAE/PB,Projeto,Articulação Institucional,PB024121PJAI,Hub SEBRAE,PB - Unidade de Desenvolvimento Territorial e Políticas Públicas,"400.000,00","0,00",0.0,0.0,,2025,Março
SEBRAE/PB,Projeto,Atendimento direto pelo Sebrae,PB018514PJAS,PB - ALI Produtividade,"PB - Unidade de Gestão, Inovação e Competitividade Empresarial","2.050.000,00","197.117,19",350.0,195.0,,2025,Março
SEBRAE/PB,Projeto,Atendimento direto pelo Sebrae,PB023985PJAS,PB - Atendimento Direto aos Grupos Sub-representados,PB - Unidade de Gestão Estratégica e Monitoramento,"300.000,00","0,00",0.0,0.0,,2025,Março
SEBRAE/PB,Atividade,Atendimento,PB002104ATAS,PB - Atendimento Remoto,PB - Unidade de Desenvolvimento Setorial,"900.000,00","126.371,18",24.949,14.839,,2025,Março
SEBRAE/PB,Atividade,Atendimento,PB002105ATAS,PB - Atendimento Territorial - Educação Empresarial,PB - Unidade de Educação Empreendedora e Empresarial,"2.474.992,00","130.214,15",716.0,510.0,,2025,Março
SEBRAE/PB,Atividade,Atendimento,PB002106ATAS,PB - Atendimento Territorial - Orientação Empresarial - ARAR,PB - Agência Regional Araruna,"365.444,00","30.983,50",499.0,278.0,,2025,Março
SEBRAE/PB,Atividade,Atendimento,PB002107ATAS,PB - Atendimento Territorial - Orientação Empresarial - ARCA,PB - Agência Regional Cajazeiras,"1.983.474,00","222.516,90",1.128,849.0,,2025,Março
SEBRAE/PB,Projeto,Desenvolvimento de Produtos e Serviços,PB012923PJPS,Agentes de Dados,PB - Unidade de Gestão Estratégica e Monitoramento,"1.010.000,00","51.658,29",0.0,0.0,,2025,Abril
SEBRAE/PB,Projeto,Atendimento direto pelo Sebrae,PB018502PJAS,Agronegócios Paraíba,PB - Agência Regional João Pessoa,"5.000.000,00","195.870,04",10.0,10.0,,2025,Abril
SEBRAE/PB,Projeto,Atendimento direto pelo Sebrae,PB025110PJAS,Agropolo Vale dos Dinossauros,PB - Agência Regional Sousa,"420.000,00","6.415,50",0.0,0.0,,2025,Abril
SEBRAE/PB,Projeto,Atendimento direto pelo Sebrae,PB018424PJAS,Artesanato Paraibano,PB - Unidade de Desenvolvimento Territorial e Políticas Públicas,"2.500.000,00","904.241,24",0.0,0.0,,2025,Abril
SEBRAE/PB,Atividade,Gestão Operacional,PB000309ATGO,Assessoria Jurídica,PB - Unidade de Assessoria Jurídica,"220.000,00","37.006,69",0.0,0.0,,2025,Abril
SEBRAE/PB,Projeto,Atendimento direto pelo Sebrae,PB024141PJAS,Avicultura Caipira Polo da Borborema,PB - Agência Regional Campina Grande,"500.000,00","3.225,75",0.0,0.0,,2025,Abril
SEBRAE/PB,Projeto,Articulação Institucional,PB024122PJAI,BrejoTech,PB - Agência Regional Guarabira,"200.000,00","15.166,70",0.0,0.0,,2025,Abril
SEBRAE/PB,Projeto,Articulação Institucional,PB024123PJAI,Caatinga Valley,PB - Agência Regional Cajazeiras,"200.000,00","41.729,34",0.0,0.0,,2025,Abril
SEBRAE/PB,Atividade,Gestão Operacional,PB000311ATGO,Custeio Administrativo,"PB - Unidade de Gestão das Finanças, Contratos e Convênios","930.000,00","381.811,10",0.0,0.0,,2025,Abril
SEBRAE/PB,Projeto,Articulação Institucional,PB024124PJAI,Ecossistema Local de Inovação Monteiro,PB - Agência Regional Monteiro,"100.000,00","3.909,36",0.0,0.0,,2025,Abril
SEBRAE/PB,Projeto,Articulação Institucional,PB024125PJAI,Ecossistema Local de Inovação Patos,PB - Agência Regional Patos,"100.000,00","33.658,00",0.0,0.0,,2025,Abril
SEBRAE/PB,Atividade,Gestão Operacional,PB010309ATGO,Escritório de Processos,PB - Unidade de Gestão Estratégica e Monitoramento,"250.000,00","90.000,00",0.0,0.0,,2025,Abril
SEBRAE/PB,Atividade,Gestão Operacional,PB000312ATGO,Gestão da Administração Financeira,"PB - Unidade de Gestão das Finanças, Contratos e Convênios","360.000,00","73.720,14",0.0,0.0,,2025,Abril
SEBRAE/PB,Atividade,Gestão Operacional,PB000314ATGO,Gestão da Administração Patrimonial,PB - Unidade de Gestão Administrativa e Logística,"1.074.010,00","442.382,21",0.0,0.0,,2025,Abril
SEBRAE/PB,Atividade,Gestão Operacional,PB000306ATGO,Gestão da Auditoria Interna,PB - Unidade de Auditoria Interna,"80.000,00","2.080,00",0.0,0.0,,2025,Abril
SEBRAE/PB,Atividade,Gestão Operacional,PB000313ATGO,Gestão da Comunicação,"PB - Unidade de Marketing, Comunicação e Gestão Do Conhecimento","800.000,00","201.849,69",0.0,0.0,,2025,Abril
SEBRAE/PB,Atividade,Gestão Operacional,PB000307ATGO,Gestão da Ouvidoria,PB - Ouvidoria,"60.000,00","314,54",0.0,0.0,,2025,Abril
SEBRAE/PB,Atividade,Articulação Institucional,PB000316ATAI,Gestão da UDTP,PB - Unidade de Desenvolvimento Territorial e Políticas Públicas,"150.000,00","24.594,32",103.0,103.0,,2025,Abril
SEBRAE/PB,Atividade,Atendimento direto pelo Sebrae,PB000332ATAS,Gestão da UEE,PB - Unidade de Educação Empreendedora e Empresarial,"235.000,00","97.109,66",0.0,0.0,,2025,Abril
SEBRAE/PB,Atividade,Atendimento direto pelo Sebrae,PB000305ATAS,Gestão da UGIC,"PB - Unidade de Gestão, Inovação e Competitividade Empresarial","150.000,00","18.493,90",0.0,0.0,,2025,Abril
SEBRAE/PB,Atividade,Gestão Operacional,PB010356ATGO,Gestão da UGP,PB - Unidade de Gestão de Pessoas,"700.000,00","570.352,10",0.0,0.0,,2025,Abril
SEBRAE/PB,Atividade,Gestão Operacional,PB000317ATGO,Gestão do CDE/CF,PB - Gabinete Conselho Deliberativo Estadual,"360.000,00","179.522,37",0.0,0.0,,2025,Abril
SEBRAE/PB,Atividade,Gestão Operacional,PB000333ATGO,Gestão Estratégica e Inteligência,PB - Unidade de Gestão Estratégica e Monitoramento,"500.000,00","98.715,22",0.0,0.0,,2025,Abril
SEBRAE/PB,Projeto,Atendimento,PB004510PJAI,Habitat de Inovação ARCG,PB - Agência Regional Campina Grande,"400.000,00","15.379,69",77.0,69.0,,2025,Abril
SEBRAE/PB,Projeto,Articulação Institucional,PB017913PJAI,Hub de Inovação JP,PB - Agência Regional Sul,"400.000,00","90.799,93",271.0,168.0,,2025,Abril
SEBRAE/PB,Projeto,Atendimento pela Rede Sebrae,PB016220PJAR,Hub Dinovalley,PB - Agência Regional Sousa,"220.000,00","111.483,30",0.0,0.0,,2025,Abril
SEBRAE/PB,Projeto,Articulação Institucional,PB024121PJAI,Hub SEBRAE,PB - Unidade de Desenvolvimento Territorial e Políticas Públicas,"400.000,00","0,00",0.0,0.0,,2025,Abril
